lp,src,mt,ref,score,raw,annotators,domain
en-tr,"Joanne Leigh, a former banker with a passion for doing up property, downsized from a large home in Knightsbridge to an Earls Court apartment in 2014.","Mülk edinme tutkusu olan eski bir bankacı olan Joanne Leigh, Knightsbridge'deki büyük bir evden 2014 yılında Earls Court apartmanına indi.","Emlak tadilat tutkusu olan eski bankacı Joanne Leigh, 2014 yılında Knightsbridge'deki geniş bir evden Earls Court'taki daireye geçerek küçülmeye gitti.",0.0375322166771213,70.0,1,news
en-tr,"They, Crusaders, won’t harass your sanctuary, didn’t!","Onlar, Haçlılar, sizin acınızı taciz etmeyecekler, etmeyecekler!","Mabedinze ilişmezler, ilişmemiş Haçlılar!",-0.641408439760424,52.0,1,news
en-tr,"The St. Louis-area rapper was live-tweeting the death of Michael Brown, an unarmed black 18-year-old killed by a white police officer in Ferguson, Mo.","St. Louis bölgesi rapper, Moody's'in Ferguson kentinde beyaz bir polis memuru tarafından öldürülen 18 yaşındaki silahsız siyahi Michael Brown'ın ölümünü canlı olarak tweetledi.","St. Louis bölgesinden rap'çi, Michael Brown'ın ölümünü canlı olarak tweet'liyordu, 18 yaşında, silahsız bir siyahi, beyaz bir polis memuru tarafından Ferguson Missouri'de öldürülmüştü.",0.490159320968818,82.0,1,news
en-tr,"The workshop takes place less than two months after his death; the reporters discuss their shared trauma, their nightmares, insomnia, paranoia.","Atölye, ölümünden iki aydan kısa bir süre sonra gerçekleşiyor; muhabirler ortak travmaları, gece evlilikleri, insomnia, paranoya gibi konuları tartışıyorlar.","Çalıştay, onun ölümünden iki ay geçmeden gerçekleşiyor; muhabirler ortak travmalarını, kabuslarını, uykusuzluklarını, paranoyalarını konuşuyorlar.",0.824714163974363,90.0,1,news
en-tr,"UK Athletics' performance director Neil Black says the 16-strong Scottish contingent in the World Championships squad will make ""a massive contribution to the team.""","İngiliz Atletizm performans direktörü Neil Black, Dünya Şampiyonaları kadrosunda yer alan 16 kişilik İskoç birliğinin ""takıma büyük katkı sağlayacağını"" söyledi.","Birleşik Krallık Atletizm performans direktörü Neil Black, Dünya Şampiyonası kadrosundaki 16 kişilik İskoç grubunun ""takıma devasa bir katkı"" sağlayacağını söylüyor.",1.10464171872319,97.0,1,news
en-tr,The second part was environmental planning.,İkinci kısım ise çevre planlaması oldu.,İkinci kısım da çevre düzenlemesiydi.,0.870206740020181,100.0,1,news
en-tr,The law will reduce chain migration and replace the current scheme.,Yasa zincirleme göçü azaltacak ve mevcut düzende yerini alacak.,Kanun zincir göçü azaltacak ve mevcut rejimin yerini alacak.,0.320906795334686,80.0,1,news
en-tr,"If an asteroid of the size that would have destroyed the dinosaurs was on a collision course with the Earth, the safest option would be to leave the planet.","Dinosaurileri yok edecek büyüklükte bir asteroid yeryüzüyle çarpışma rotasında olsaydı, en güvenli seçenek gezegeni terk etmek olurdu.",Dinozorları yok eden bu derece büyük bir asteroit Dünya'yı hedef almışsa emin olun en sağlam seçenek gezegeni terk etmek olacaktır.,0.760346751083082,96.0,1,news
en-tr,"Whatever level of city planning was reached after eighty years, they high rise buildings that created wind corridors and changed the climate.","Seksen yıl sonra hangi seviyede şehir planlamasına ulaşılırsa ulaşılsın, rüzgar koridorları yaratan ve ortamı değiştiren binalar yükseliyor.",80 yıl sonra nasıl bir şehircilik anlayışı noktasına ulaşıldıysa rüzgar koridorlarına dev gökdelenler dikip iklimi değiştirdiler.,-1.24459804701898,23.0,1,news
en-tr,"With the help of Turkey, within hours we had mostly circumvented the embargo.","Türkiye'nin de yardımıyla, birkaç saat içinde ambargoyu büyük ölçüde kaldırdık.",Bize karşı yapılan ambargoyu saatler içinde Türkiye sayesinde büyük oranda kırdık.,0.815276745551632,98.0,1,news
en-tr,West Virginia governor announces he's switching parties,West Virginia Valisi partilere geçiş yaptığını açıkladı,Batı Virginia valisi partisini değiştireceğini açıkladı,-1.71150300000165,6.0,1,news
en-tr,"In the programme’s later phases, poor citizens fighting against other rare and risky diseases will also be included in the social aid programme.","Programın ilerleyen safhalarında, diğer nadir ve riskli hastalıklarla mücadele eden yoksul vatandaşlar da sosyal yardım programına dahil edilecek.",Programın ilerleyen aşamalarında ise diğer nadir ve riskli hastalıklarla mücadele eden yoksul vatandaşlar yardım programı kapsamına alınacak.,0.732881753848807,95.0,1,news
en-tr,Brooks put it more succinctly.,Brooks bunu daha inatçı bir şekilde ortaya koydu.,Brooks daha kısa ve öz anlattı.,-2.08172374324058,9.0,1,news
en-tr,Turkey wind,Türkiye'de rüzgar,Türkiye rüzgârı,0.370522083136436,83.0,1,news
en-tr,"The head of the IAAF's Task Force, Rune Andersen, said on Monday that Russia had yet to meet several of the criteria for reinstatement.","IAAF'ın Görev Gücü Başkanı Rune Andersen pazartesi günü yaptığı açıklamada, Rusya'nın yeniden açıklama için gereken pek çok kriteri henüz yerine getirmediğini söyledi.","IAAF görev gücünün başı Rune Andersen pazartesi günü, Rusya'nın henüz haklarının iadesi konusunda birçok kriteri karşılamadığını söyledi.",0.602491282928857,90.0,1,news
en-tr,"In order to benefit from this support, the per capita monthly household income should be less than two-thirds of the minimum wage’s monthly net amount.",Bu destekten yararlanabilmek için kişi başına düşen aylık hane halkı gelirinin asgari ücretin aylık net tutarının üçte ikisinden az olması gerekiyor.,Destekten yararlanılabilmesi için hanede kişi başına düşen aylık gelirin asgari ücretin aylık net tutarının üçte ikisinden az olması şartı aranıyor.,0.933875854060886,100.0,1,news
en-tr,"Arsenal manager Arsene Wenger, whose club is owned by an American sports tycoon, shares La Liga's reservations about a state funding a club.","Kulübü Amerikalı bir spor adamı olan Arsenal'in menajeri Arsene Wenger, La Liga'nın bir kulübe devlet yardımı konusunda çekincelerini paylaşıyor.","Kendi kulübü Amerikalı bir spor devine ait olan Arsenal yöneticisi Arsene Wenger, La Liga'nın bir devlet tarafından finanse edilmesi konusundaki kaygılarını paylaşıyor.",0.63562974004206,91.0,1,news
en-tr,"What once the CIA-backed FETÖ did, nowadays new names are supporting this CIA-backed anti-Iran stand.","Bir zamanlar CIA destekli FETÖ'nün yaptığı şey, bugünlerde yeni isimler, CIA destekli bu İran karşıtı duruşu destekliyor.",Bir dönem FETÖ'nün yaptığı -CIA destekli- İran karşıtlığını şimdi yeni isimler yürütüyordu.,-0.988154658504885,42.0,1,news
en-tr,"We have resisted the plans, the new tactics and the plots of a MHP without Turkes, and of a Turkey without the MHP. We have fought to the end against those who want a government without the MHP, a parliament without the MHP.","Türkiyesiz bir MHP'nin planlarına, yeni taktiklerine ve planlarına karşı direndik. MHP olmayan bir Türkiye, MHP olmayan bir hükümet, MHP olmayan bir meclis isteyenlere karşı sonuna kadar mücadele ettik.","Dün Türkeş""siz MHP, MHP'siz Türkiye planlayanların yeni taktik ve oyunlarına direndik; MHP'siz hükümet, MHP'siz Meclis isteyen şerefsizlerle sonuna kadar mücadele ettik.",-0.391662430467232,60.0,1,news
en-tr,"Those who don't study their history, those who do not know their history, are doomed to repeat it.""","Tarihini okumayanlar, tarihini bilmeyenler, bunu tekrarlamaya mahkumdur. ""","Kendi geçmişlerini araştırmayanlar, kendi geçmişlerini bilmeyenler, onu tekrar etmeye mahkumdurlar.""",0.929508519829196,97.0,1,news
en-tr,"Closing negotiations for Ozer to return to the team, the administration agreed with Sergio Antonio of Brazil in his place.","Özer'in takıma dönmesi için görüşmeleri tamamlayan yönetim, yerine Brezilyalı Sergio Antonio ile anlaştı.","Özer'e geri dönüş yolunu kapatan yönetim, bu oyuncunun yerine dün Brezilyalı Sergio Antonio ile anlaştı.",0.133634704218178,80.0,1,news
en-tr,"At the beginning of last season, in the last four hours of the transfer period, Ozer Hurmaci signed a contract to 2019. He has played in 29 league matches, 2 cups, and in general contributed significantly with a performance of 5 goals and 4 assists.","Geçen sezon başında, transfer döneminin son dört saatinde, 2019'a kadar sözleşme imzalayan Özer Hurmaci, 29 lig maçında, 2 kupada oynadı ve genel olarak 5 gol ve 4 asistlik performansıyla önemli katkı sağladı.","Geçen sezon başında, transferin bitimine 4 saat kala yeşil-siyahlı kulüple 2019 yılına kadar sözleşme imzalayan Özer Hurmacı, 29 lig, 2 kupa maçında forma giyerken, 5 gol 4 asistlik performansı ile takıma önemli katkı sağlamıştı.",0.601795772224659,90.0,1,news
en-tr,"Groups including Siemens, Nordex and Mingyang competed in the underbidding.","Teklifin altında Siemens, Nordex ve mingyang'ın da aralarında yer aldığı gruplar yarıştı.","Açık eksiltmede Siemens, Nordex ve Mingyang'ın yer aldığı gruplar yarıştı.",0.695427985825956,92.0,1,news
en-tr,"Mass killings in Papua's tribal highlands during the 1970s amounted to genocide, according to the Asia Human Rights Commission.","Asya İnsan Hakları Komisyonu'ndan yapılan açıklamaya göre, 1970'lerde Papua'nın tribal otobanlarında meydana gelen toplu katliamlar soykırım anlamına geliyor.",Papua'nın dağlık kesimlerinde 1970'lerdeki toplu katliamlar Asya İnsan Hakları Komisyonu'na göre soykırım rakamlarına ulaştı.,0.274083024620123,83.0,1,news
en-tr,"Garcia extended his right hand and said, ""How you doing, champ?","Garcia, sağ elini uzattı ve ""Nasıl yapıyorsunuz, champ?","Garcia sağ elini uzattı ve şöyle dedi: ""Nasıl gidiyor, şampiyon?",0.0128611815039547,76.0,1,news
en-tr,"And, after gathering feedback from employees frustrated by the speed of decision-making and the quality of communication, she was able to reorganize several teams within the company and add communication training to address the issues.","Ve karar verme hızı ve iletişim kalitesinden bıkan çalışanlardan geri bildirimler topladıktan sonra, şirket içindeki çok sayıda ekibi yeniden düzenleyerek sorunları çözmek için iletişim eğitimleri ekleyebildi.","Ve karar verme mekanizması ve iletişim kalitesinin hızından usanmış olan çalışanlardan geri bildirim topladıktan sonra, şirket içinde çeşitli takımları yeniden organize edebilmiş ve sorunları çözebilmek için iletişim eğitimini eklemiş.",0.830829053283985,97.0,1,news
en-tr,"Valdez's office has been repurposed as a storage room for signs and stickers protesting journalist killings, as staff have become something they never expected to be: activists on behalf of the press.","Valdez'in ofisi, gazeteci cinayetlerini protesto eden işaretler ve çıkartmalar için bir depolama odası olarak onarılırken, personel hiç beklemedikleri bir şey haline geldi: basın adına eylemciler.","Personel hiç beklemedikleri bir şeye, basın adına aktivistlere, dönüşürken, Valdez'in ofisi gazeteci cinayetlerini protesto eden pankart ve çıkartmalar için bir depo olarak yeniden kullanılıyor.",0.207615436689676,81.0,1,news
en-tr,This is an utter disgrace.,Bu utanç verici bir durum.,Bu düpedüz rezalettir.,0.324467989801109,84.0,1,news
en-tr,No other names can generate that kind of attention.,Başka hiçbir isim bu kadar dikkat üretemez.,Başka hiçbir isim bu derece bir ilgi yaratmaz.,0.905067499902874,93.0,1,news
en-tr,"This year, based on the 2016 year-end closure, the BIST 100 Index gained 37.6% in value, followed by the Dow Jones with a 10.76 increase, the DAX Index with a 5.55% value appreciation, the Nikkei Index with a 4.55% increase and the FTSE 100 with an increase of 3.21%.","Bu yıl, 2016 yıl sonu kapanışına göre BIST 100 endeksi %37,6 oranında değer kazanırken, onu %10,76'lık artışla Dow Jones, %5,55'lik değer kazancıyla DAX endeksi, %4,55' lik artışla Nikkei endeksi ve %3,21'lik artışla FTSE 100 endeksi izledi.","Bu yıl 2016 kapanışına göre yüzde 37,6 değer kazanan BIST 100 endeksini, yüzde 10,76 artış ile Dow Jones endeksi, yüzde 5,55 değer kazancı ile DAX endeksi, yüzde 4,55 yükseliş ile Nikkei endeksi, yüzde 3,21 artışla ile de FTSE 100 endeksi izledi.",1.16909997740636,100.0,1,news
en-tr,"According to allegations, M.K. and O.A. from the group had from time to time shot in the air with pump-action shotguns.","İddiaya göre, gruptan M.K. ve O.A. zaman zaman pompalı tüfekle havaya ateş etti.","İddiaya göre, grup içinde bulunan M.K. ile Ö.A. pompalı tüfeklerle zaman zaman havaya ateş açtı.",1.16909997740636,100.0,1,news
en-tr,"""I moved up for Broner [at 140 pounds], but I'm not that big.","""Broner'a (140 sterlin) yükseldim, ama o kadar da büyük değilim.","""Broner için yükseğe (140 pounda) çıktım fakat o kadar da büyük değilim.",-0.641408439760424,52.0,1,news
en-tr,You’d leave automatic enrollment.,Otomatik kayıt yaptırmayı bırakınız.,Oto katılımdan çıkıyorsunuz.,0.226126843465328,75.0,1,news
en-tr,"With temperatures exceeding 41 degrees, they donned their swim suits","Hava sıcaklığının 41 dereceyi aştığı kentte, yüzme sularını bağışladılar",Sıcaklık 41 dereceyi geçince mayoları giydiler,-1.43350587227089,31.0,1,news
en-tr,"Yildizsu’s grandmother, Meryem Kaya, described those moments to DHA.","Yıldizsu'nun büyük annesi Meryem Kaya, o anları DHA'ya anlattı.",Yıldızsu'nun anneannesi Meryem Kaya o anları DHA'ya anlattı.,1.16909997740636,100.0,1,news
en-tr,"""It is the consequence of the ownerships and that has completely changed the whole landscape of football in the last 15 years,"" Wenger said Thursday.","Wenger perşembe günü yaptığı açıklamada, ""Bu, borçların bir sonucudur ve son 15 yıldır futbolun bütün manzarasını tamamen değiştirdi."" dedi.","Wenger perşembe günü ""Bu, sahip olmanın getirdiği bir sonuç ve son 15 yılda futbolun tüm zeminini tamamen değiştirdi"" dedi.",0.867348574545233,92.0,1,news
en-tr,"Transferred from Fenerbahçe to Sevilla for a fee of 12.5 million Euro, breaking the record as the most expensive defender in the Spanish team, Kjaer has signed an official contract.","Fenerbahçe'den 12.5 milyon Euro ücret karşılığında Sevilla'ya transfer olan Kjaer, İspanyol ekibinin en pahalı defans oyuncusu olarak rekor kırarak resmi sözleşmeye imza attı.",Sarı-lacivertli takımdan 12.5 milyon Euro bedelle Sevilla'ya transfer olan ve İspanyol ekibinin en pahalı defans transferi olarak tarihe geçen Kjaer resmi sözleşmeye imza attı.,1.16909997740636,100.0,1,news
en-tr,"Folayan said she and her director of photography Lucas Alvarado-Farrar ""just wanted to document"" what was happening.","Folayan, fotoğrafçılık Müdürü Lucas Alvarado-Farrar ile ""sadece neler olduğunu belgelemek istediğini"" söyledi.","Folayan, kendisi ve kendi görüntü yönetmeni Lucas Alvarado-Farrar'ın olup biteni ""belgelemek istediğini"" söyledi.",0.716472873114667,88.0,1,news
en-tr,"When we look over the last fifteen years, Turkey grew at a rate of 5.7% despite all of these shocks.","Son 15 yıla baktığımızda, Türkiye tüm bu şoklara rağmen %5,7'lik bir hızla büyüdü.","Son 15 yıla baktığımız zaman Türkiye tüm bu şoklara rağmen yüzde 5,7 büyümüş.",0.414721470253536,80.0,1,news
en-tr,"There is little coincidence that these sophisticated sex robots have emerged at a time when women's rights are under threat across the globe, when there is a president in the White House who has bragged about sexually assaulting women.","Bu gelişmiş seks robotlarının, kadın haklarının tüm dünyada tehdit altında olduğu, Beyaz Saray'da kadınlara cinsel tacizde bulunma konusunda cesur bir başkan olduğu bir dönemde ortaya çıkmış olması pek tesadüf değil.",Beyaz Saray'da kadınlara cinsel saldırı yapmakla övünen bir başkanın olmasıyla bu sofistike seks robotlarının kadın haklarının dünya çapında tehdit altında olduğu bir dönemde ortaya çıkması pek tesadüf değil.,0.716472873114667,88.0,1,news
en-tr,She said: 'The development of these cells is probably something we want to encourage since these cells control inflammation on the inner surface of the intestines.,"Yetkili şunları söyledi:'Bu hücrelerin gelişimi büyük olasılıkla bizim teşvik etmek istediğimiz bir şeydir, zira bu hücreler intestinal hücrelerin iç yüzeyine salınımını kontrol ediyor.","Şöyle konuştu: ""Bu hücrelerin gelişimi bizim muhtemelen teşvik etmek istediğimiz bir şey çünkü bu hücreler bağırsakların iç yüzeyindeki iltihabı kontrol ediyor.",0.246566287726821,82.0,1,news
en-tr,"Around the dinner table this is surely a good thing; but it strikes me that, in a broader context, it carries significant risks.",Akşam yemeği sofrası etrafında bu kesinlikle iyi bir şey; fakat daha geniş bir bağlamda önemli riskler taşıması beni vuruyor.,Akşam yemeği masasında bu elbette ki iyi bir şey; fakat bana öyle geliyor ki geniş bir bağlamda bu önemli riskler taşıyor.,0.558173096023975,90.0,1,news
en-tr,"Stating that there was a high degree of interest in the Raqqa Internal Security Force, the coalition forces would continue to screen all applicants who applied for training and employment.","Raqqa İç güvenlik gücüne büyük ilgi olduğunu ifade eden koalisyon güçleri, eğitim ve istihdam için başvuruda bulunan tüm başvuru sahiplerini taramaya devam edecek.","Rakka İç Güvenlik Gücüne ilginin çok yoğun olduğunu aktaran Dillon, koalisyonun eğitim ve istihdam için başvuranları taramaya devam edeceğini kaydetti.",0.636074798098264,92.0,1,news
en-tr,"And sometimes, they are hunted down, as apparently was photographer Ruben Espinosa, who was murdered in 2015 along with four women in a Mexico City apartment three months after fleeing Veracruz.","Ve bazen avlanıyorlar, zira görünüşe göre 2015 yılında Veracruz'dan kaçtıktan üç ay sonra Mexico City'deki bir apartmanda dört kadınla birlikte öldürülen fotoğrafçı Ruben Espinosa.","Bazen de, Veracruz'dan kaçtıktan üç ay sonra 2015'te dört kadınla birlikte Mexico City'deki bir apartmanda katledilen fotoğrafçı Ruben Espinoza'dan anlaşılacığı gibi ele geçiriliyorlar.",0.207615436689676,81.0,1,news
en-tr,"If so, he will be the first.","Böyle giderse, o ilk olacak.",Öyle olursa ilk olur.,0.713976500172552,94.0,1,news
en-tr,"The Nationalist Movement Party’s Secretary, General Ismet Buyukataman, gave a written statement concerning claims in social media and in the press about recent resignations from the MHP.","Milliyetçi Hareket Partisi Genel Sekreteri Ismet Büyükataman, sosyal medyada ve basında MHP'den son dönemde gelen istifalarla ilgili iddialarla ilgili yazılı bir açıklama yaptı.","Milliyetçi Hareket Partisi Genel Sekreteri İsmet Büyükataman, son günlerde MHP ile ilgili sosyal medya ve basında yer alan istifa iddialarına ilişkin yazılı açıklama yaptı.",0.947681606395418,100.0,1,news
en-tr,Maybe these campaign officials know something the rest of us don't - that Trump's tweets would have been even more inflammatory if not for their interventions.,"Belki de bu kampanya yetkilileri, Trump'ın tweet'leri müdahaleleri olmasa daha da kışkırtıcı olurdu.","Belki bu kampanya görevlileri geri kalanımızın bilmediği bir şeyler biliyor, mesela Trump'ın tweet'lerinin, kendilerinin müdahaleleri olmasa çok daha kışkırtıcı olacağı.",-0.849503538595432,59.0,1,news
en-tr,"The case appears to set a legal precedent, as there is no Massachusetts law that criminalises telling a person to commit suicide.","Dava, bir kişiye intihar etmek için suç işleyen Massachusetts yasası olmadığı için hukuki bir emsal teşkil edecek gibi görünüyor.",Bir kişiye intihar etmesini söylemeyi suç sayan bir Massachusetts yasası bulunmadığı için dava içtihat yaratacak gibi gözüküyor.,-0.0536297229844143,76.0,1,news
en-tr,"And despite Platini being ousted in disgrace from the presidency in 2015, his UEFA successor Aleksander Ceferin is still committed to deterring excessive spending.","Ve Platini'nin 2015 yılında başkanlıktan utanç verici bir şekilde düşürülmesine rağmen, UEFA halefi Aleksander Ceferin hala aşırı harcamaları caydırmaya kararlı.","Platini'nin 2015'te başkanlıktan itibarsız bir şekilde uzaklaştırılmış olmasına rağmen, onun UEFA'daki halefi Aleksander Ceferin aşırı harcamadan vazgeçilmesi konusunda hala kararlı.",0.180450811018826,81.0,1,news
en-tr,"Emphasizing that their 23-day strike had tied up transportation, the TDS President Mr Hasan Pakdemir commented ""People of Izmir will be relieved.""","23 günlük grevlerinin ulaşımı bağladığını vurgulayan TDS Başkanı Sayın Hasan Pakdemir, ""Izmir halkı rahatlayacak"" yorumunu yaptı.","TDS Başkanı Hasan Pekdemir, 23 gün süren grevleriyle ulaşımı kilitlediklerini belirterek, şunları söyledi: ""İzmir halkı rahatlayacak.""",0.8358763062279,95.0,1,news
en-tr,"Stressing that central banks of important countries, like the FED, the ECB and the Bank of England, having decided to slowly tighten their stand on their current expansionary monetary policies would again be among developing countries’ critical risk factors, Gürcan said ""Having continued its modest interest rate rise, the possibility of the Fed starting a balance sheet reduction process after September, the possibility of one of the developed countries’ central banks–the ECB–terminating its asset buying program in the near term, and the possibility of the BOE increasing interests rates after the Fed does the same are each primary developments to be monitored""","Fed, ECB ve İngiltere Merkez Bankası gibi önemli ülkelerin merkez bankalarının mevcut para politikalarına ilişkin duruşlarını yavaş yavaş sıkılaştırmaya karar vermelerinin yine gelişmekte olan ülkelerin kritik risk faktörleri arasında yer alacağını vurgulayan Gürcan, ""Eylül ayından sonra mütevazı faiz artışını sürdürmesi, Fed'in bilanço küçültme sürecini başlatması, gelişmiş ülkelerin merkez bankalarından birinin faiz artırımı ihtimalini artırması, ECB'nin faiz artırım ihtimalini azaltıyor.","Gürcan, Fed, ECB ve İngiltere Merkez Bankası (BoE) gibi önemli gelişmiş ülke merkez bankalarının da yavaş yavaş da olsa mevcut genişleyici para politikası duruşlarını sıkılaştıracak olmasının da yine gelişmekte olan ülkeler için kritik risk unsurları arasında olduğunu vurgulayarak, ""Bir süredir ölçülü faiz artırımlarına devam eden Fed'in çok yüksek ihtimalle eylül ayı sonrasında bilanço küçültme sürecini başlatacak olması, ECB'nin yakın dönemde varlık alım programını sonlandırma ihtimali ve BOE'nin, Fed'in ardından faiz artıracak önemli gelişmiş ülke merkez bankalarından olma olasılığı bu anlamda takip edilmesi gereken başlıca gelişmeler olacak"" değerlendirmesinde bulundu.",-1.41129682020321,47.0,1,news
en-tr,"Correspondents say the suicide bombings in Kabul in recent weeks have also created a crisis of public confidence in the government, its policies and in particular the reputation of President Ashraf Ghani.","Muhabirler, Kabil'de son haftalarda meydana gelen intihar saldırılarının hükümetin, politikalarının ve özellikle de Devlet Başkanı Eşref Ghani'nin itibarına duyulan güvenin de bir kriz yarattığını söylüyorlar.","Muhabirler, son haftalarda Kabil'deki intihar bombalamalarının hükümete, onun politikalarına ve özellikle de Başkan Ashraf Ghani'nin itibarına olan kamuoyu güveninde krize yol açtığını söylüyor.",0.536214368702451,88.0,1,news
en-tr,There is no death penalty in South Africa.,Güney Afrika'da ölüm cezası yok.,Güney Afrika'da ölüm cezası yok.,0.933875854060886,100.0,1,news
en-tr,"""The special thing about being team captain is that it was voted for by the other members of the team, so that it was such a huge honour anyway but to know that your teammates have voted for you and chosen you made it extra-special for me,"" she added.","""Takım kaptanı olmanızla ilgili özel şey, takımın diğer üyeleri tarafından oylanmasıdır. Bu yüzden, takım arkadaşlarınızın size oy verip seçtiğinizi bilmek herhalde bu kadar büyük bir onur oldu."" diye de ekledi.","""Takım kaptanı olmanın özel yanı şu ki takımın diğer üyeleri tarafından verilen oylarla oldu, dolayısıyla zaten çok büyük bir onurdu fakat takım arkadaşlarınızın sizin için oy verdiğini ve sizi seçtiğini bilmek bunu benim için ekstra özel kıldı."" diye ekledi.",-0.557354716033247,55.0,1,news
en-tr,"DWelle Turkish wrote in its news article ""The consortium will invest over one billion dollars in a wind turbine facility"", informing its readers about the Siemens-Türkerler-Kalyon consortium winning the tender.","DWelle Türkçe, ""Konsorsiyum bir rüzgar türbini tesisine bir milyar doların üzerinde yatırım yapacak"" başlıklı haber makalesinde, ihaleyi kazanan Siemens-Türkerler-Kalyon konsorsiyumu hakkında okuyucularını bilgilendirdi.","DWelle Türkçe, YEKA ihalesini Siemens-Türkerler-Kalyon konsorsiyumunun kazandığını bildirdiği haberinde ""Konsorsiyum, 1 milyar doların üzerinde rüzgar tesisi yatırımı yapacak"" dedi.",0.801322025608074,96.0,1,news
en-tr,"When I wrote this piece, rumors were spread about his resigning in the afternoon, but nothing was officially announced.","Bu parçayı yazdığımda, öğleden sonra istifa ettiğine dair söylentiler yayıldı, ancak resmi olarak hiçbir şey açıklanmadı.",Dün bu yazıyı yazdığım öğleden sonra saatlerinde istifa ettiği haberi yayılmıştı ama durum henüz resmen açıklanmamıştı.,0.375836789803235,82.0,1,news
en-tr,The commander of the Western Front İsmet Paşa...,Batı Cephesi Komutanı İsmet Paşa'nın...,Garp Cephesi komutanı İsmet Paşa...,0.183581809163312,75.0,1,news
en-tr,"Among the people of Papua, Paniai is known as ""a tragic, forgotten place.""","Papua halkı arasında Paniai, ""trajik, unutulmuş bir yer"" olarak biliniyor.","Papua halkları arasında Paniai ""trajik ve unutulmuş bir yer"" olarak biliniyor.",0.815276745551632,98.0,1,news
en-tr,A user with the handle @TheePharoah was being constantly retweeted onto her timeline.,"@ Theepharoah adlı bir kullanıcı, zamanlamasını sürekli olarak dinliyordu.",@TheePharoah takma adlı bir kullanıcı devamlı olarak onun içerik akışında yeniden tweet ediliyordu.,-2.08172374324058,9.0,1,news
en-tr,"Against decreases in headline inflation, we experienced an increase in core inflation indicators.","Manşet enflasyondaki düşüşlere karşı, çekirdek enflasyon göstergelerinde artış yaşadık.",Manşet enflasyondaki düşüşe karşın çekirdek enflasyon göstergelerinde yükseliş yaşandı.,0.815276745551632,98.0,1,news
en-tr,This conflict about the meaning of a statue is part of a wider political and cultural war: it is really a conflict about the meaning of America.,"Bir heykelin anlamı ile ilgili bu çatışma, daha geniş bir siyasi ve kültürel savaşın bir parçasıdır: Amerika'nın anlamı hakkında gerçekten bir çatışma.",Bir heykelin manası hakkındaki çatışma daha geniş siyasi ve kültürel bir savaşın parçası: Bu aslında Amerika'nın manası ile ilgili bir çatışma.,0.513161775974609,87.0,1,news
en-tr,SABAH’s headline saved her leg,"Sabah'ın manşeti, ayağını kurtardı","SABAH""ın manşeti bacağını kurtardı",0.264859054476701,76.0,1,news
en-tr,"So, from the perspective of jobs, pay and prosperity, and against the backdrop of Brexit, rising cost of living and chronic manufacturing decline, the east end of Glasgow desperately needs a thriving manufacturing presence at McVitie's.""","Bu yüzden, istihdam, ücret ve refah perspektifinden, Brexit, artan yaşam maliyeti ve kronik üretim düşüşüne karşı, Glasgow'un doğu ucunun umutsuz bir şekilde mcvitie'de hayırlı bir üretim varlığına ihtiyacı var. ""","İş, maaş ve refah perspektifinden bakıldığında, Brexit koşulları, artan geçinme maliyetleri ve kronik üretim azalışına karşı, Glasgow'un doğu ucu McVitie's'de dört başı mamur bir üretim varlığına acilen ihtiyaç duyuyor.""",0.144890102441488,73.0,1,news
en-tr,"The latter said on Thursday it regarded the new rules as unnecessary but acceptable as they would not involve any ""significant change or impediment"" to its rescue operations.","İkincisi Perşembe günü yaptığı açıklamada, yeni kuralların kurtarma operasyonlarına ""önemli bir değişiklik veya engel"" içermeyeceği için gereksiz ama kabul edilebilir olduğunu söyledi.","Bunlardan sonuncusu salı günü, yeni kuralların gereksiz fakat kabul edilebilir olduğunu değerlendirdiğini çünkü kendi kurtarma operasyonlarında herhangi bir ""ciddi değişiklik ya da engele"" neden olmayacağını söyledi.",0.664755561260745,86.0,1,news
en-tr,"It becomes very difficult to respect the Financial Fair Play because you can have different ways or different interests for a country to have such a big player to represent a country.""","Bir ülkenin bir ülkeyi temsil edecek kadar büyük bir oyuncuya sahip olması için farklı yollara veya farklı çıkarlara sahip olabilirsiniz. """,Finansal Fair Play'e saygı duymak çok zorlaşır çünkü bir ülke için böyle büyük bir oyuncunun bir ülkeyi temsil etmesi farklı yöntemler ya da farklı ilgi alanlarına sahip olmaya neden olabilir.,-1.09478906858905,42.0,1,news
en-tr,"""At this point, we are trying to explain ourselves to the Treasury"" he said","""Bu noktada kendimizi hazineye anlatmaya çalışıyoruz"" dedi","""Bu noktada derdimizi Hazine'ye anlatmaya çalışıyoruz"" dedi.",0.904693465331172,92.0,1,news
en-tr,"Said Lomachenko: ""I've waited for the top fighters, and this is Mikey.","Lomachenko şunları söyledi: ""Üst düzey savaşçıları bekledim ve bu Mikey.","Lomachenko şöyle dedi: ""Ben en iyi dövüşçüleri bekledim ve o da Mikey.",0.824714163974363,90.0,1,news
en-tr,"But, driving away from the jail, as they approached Moore's Ford Bridge, a lynch mob surrounded the car.",Ancak Moore'un Ford Köprüsü'ne yaklaştıkları sırada hapishaneden uzaklaşan bir linç modu arabanın etrafını sardı.,Fakat hapishaneden araçla uzaklaşırken Moore'daki Ford Köprüsü'ne geldiklerinde bir linç çetesi arabanın çevresini sarmış.,0.544786609225532,83.0,1,news
